Sample in Buffer,Sample in Window,TRIGGER,design_1_i/processing_system7_0_M_AXI_GP0_WREADY,design_1_i/processing_system7_0_M_AXI_GP0_AWADDR[31:0],design_1_i/processing_system7_0_M_AXI_GP0_BRESP[1:0],design_1_i/processing_system7_0_M_AXI_GP0_BVALID,design_1_i/processing_system7_0_M_AXI_GP0_BREADY,design_1_i/processing_system7_0_M_AXI_GP0_ARADDR[31:0],design_1_i/processing_system7_0_M_AXI_GP0_RREADY,design_1_i/processing_system7_0_M_AXI_GP0_WVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARREADY,design_1_i/processing_system7_0_M_AXI_GP0_RDATA[31:0],design_1_i/processing_system7_0_M_AXI_GP0_AWVALID,design_1_i/processing_system7_0_M_AXI_GP0_AWREADY,design_1_i/processing_system7_0_M_AXI_GP0_RRESP[1:0],design_1_i/processing_system7_0_M_AXI_GP0_WDATA[31:0],design_1_i/processing_system7_0_M_AXI_GP0_WSTRB[3:0],design_1_i/processing_system7_0_M_AXI_GP0_RVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARPROT[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWPROT[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_BID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_AWLEN[3:0],design_1_i/<const0>_1,design_1_i/processing_system7_0_M_AXI_GP0_AWSIZE[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWBURST[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_AWLOCK[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARLEN[3:0],design_1_i/processing_system7_0_M_AXI_GP0_ARSIZE[2:0],design_1_i/processing_system7_0_M_AXI_GP0_ARBURST[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARLOCK[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARCACHE[3:0],design_1_i/processing_system7_0_M_AXI_GP0_AWCACHE[3:0],design_1_i/<const0>_2,design_1_i/<const0>_3,design_1_i/<const0>_4,design_1_i/<const0>_5,design_1_i/processing_system7_0_M_AXI_GP0_ARQOS[3:0],design_1_i/<const0>_6,design_1_i/<const0>_7,design_1_i/processing_system7_0_M_AXI_GP0_AWQOS[3:0],design_1_i/processing_system7_0_M_AXI_GP0_RID[11:0],design_1_i/<const0>_8,design_1_i/processing_system7_0_M_AXI_GP0_RLAST,design_1_i/<const0>_9,design_1_i/processing_system7_0_M_AXI_GP0_WLAST,design_1_i/<const0>,design_1_i/processing_system7_0_M_AXI_GP0_WID[11:0]
429,429,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
430,430,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
431,431,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
432,432,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
433,433,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
434,434,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
435,435,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
436,436,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
437,437,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
438,438,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
439,439,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
440,440,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
441,441,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
442,442,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
443,443,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
444,444,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
445,445,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
446,446,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
447,447,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
448,448,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
449,449,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
450,450,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
451,451,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
452,452,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
453,453,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
454,454,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
455,455,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
456,456,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
457,457,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
458,458,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
459,459,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
460,460,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
461,461,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
462,462,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
463,463,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
464,464,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
465,465,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
466,466,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
467,467,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
468,468,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
469,469,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
470,470,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
471,471,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
472,472,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
473,473,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
474,474,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
475,475,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
476,476,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
477,477,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
478,478,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
479,479,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
480,480,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
481,481,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
482,482,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
483,483,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
484,484,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
485,485,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
486,486,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
487,487,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
488,488,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
489,489,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
490,490,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
491,491,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
492,492,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
493,493,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
494,494,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
495,495,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
496,496,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
497,497,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
498,498,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
499,499,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
500,500,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
501,501,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
502,502,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
503,503,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
504,504,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
505,505,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
506,506,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
507,507,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
508,508,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
509,509,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
510,510,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
511,511,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
512,512,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
513,513,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
514,514,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
515,515,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
516,516,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
517,517,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
518,518,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
519,519,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
520,520,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
521,521,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
522,522,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
523,523,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
524,524,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
525,525,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
526,526,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
527,527,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
528,528,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
529,529,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
530,530,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
531,531,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
532,532,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
533,533,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
534,534,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
535,535,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
